Price,Adj Close,Close,High,Low,Open,Volume,SMA_20,EMA_20,RSI,MACD,MACD_signal,MACD_diff,ATR,OBV,Daily_Return,Log_Return
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL,AAPL,,,,,,,,,,
Date,,,,,,,,,,,,,,,,
2021-02-22,123.09690856933594,126.0,129.72000122070312,125.5999984741211,128.00999450683594,103916400,135.14150009155273,132.93295350334645,33.31972325037181,-0.8996471363071805,0.3029407794008724,-1.2025879157080528,3.3700543483749614,-46307200,-0.029798993321709433,-0.03025200557282639
2021-02-23,122.96012878417969,125.86000061035156,126.70999908447266,118.38999938964844,123.76000213623047,158273000,134.28850021362305,132.25933894210885,33.099245358291284,-1.3321995876696064,-0.024087294013223404,-1.3081122936563832,3.723621873121337,-204580200,-0.0011111062670511318,-0.0011117240032422343
2021-02-24,122.46187591552734,125.3499984741211,125.55999755859375,122.2300033569336,124.94000244140625,111039900,133.39799995422362,131.6013065165862,32.26175054205501,-1.6965961278075952,-0.3585890607720978,-1.3380070670354973,3.7169344002853824,-315620100,-0.004052138358153767,-0.004060370516880425
2021-02-25,118.20233154296875,120.98999786376953,126.45999908447266,120.54000091552734,124.68000030517578,148199500,132.34449996948243,130.5907056925084,26.166302525897834,-2.3105638802764474,-0.7489840246729678,-1.5615798556034797,3.874296098046806,-463819600,-0.0347826139882379,-0.03540193253422548
2021-02-26,118.46611022949219,121.26000213623047,124.8499984741211,121.19999694824219,122.58999633789062,164560400,131.55300025939943,129.7020672585772,27.08506440897918,-2.743722731498437,-1.1479317660380617,-1.5957909654603752,3.87327499178286,-299259200,0.002231624739467808,0.002229138363397372
2021-03-01,124.84565734863281,127.79000091552734,127.93000030517578,122.79000091552734,123.75,116307900,131.34449996948243,129.51996570209624,44.93234592733267,-2.530913122779751,-1.4245280373863995,-1.1063850853933512,4.07304093300875,-182951300,0.05385121774911972,0.05245128052439601
2021-03-02,122.23716735839844,125.12000274658203,128.72000122070312,125.01000213623047,128.41000366210938,102260900,130.8935001373291,129.1009216110949,40.56071284817511,-2.54833093999261,-1.6492886179076418,-0.8990423220849681,4.047109372399029,-285212200,-0.02089363917220921,-0.02111500003633978
2021-03-03,119.2476806640625,122.05999755859375,125.70999908447266,121.83999633789062,124.80999755859375,112966300,130.2469997406006,128.4303574156186,36.212247869249694,-2.777039547506078,-1.8748388038273291,-0.9022007436787489,4.0344588991263866,-398178500,-0.024456562666370862,-0.02476059163392446
2021-03-04,117.3621597290039,120.12999725341797,123.5999984741211,118.62000274658203,121.75,178155000,129.55649948120117,127.63984692398044,33.75426447323068,-3.078540166939433,-2.11557907644975,-0.9629610904896833,4.101997244013006,-576333500,-0.015811898605432195,-0.015938240244790403
2021-03-05,118.62242889404297,121.41999816894531,121.94000244140625,117.56999969482422,120.9800033569336,153766600,128.75799942016602,127.04748037588186,36.84016397602907,-3.1767694662034103,-2.327817154400482,-0.8489523118029281,4.121140494196508,-422566900,0.01073837463598748,0.010681127752080941
2021-03-08,113.67900085449219,116.36000061035156,121.0,116.20999908447266,120.93000030517578,154376600,127.7379997253418,126.02962516011708,30.78287838126704,-3.621173771255826,-2.586488477771551,-1.0346852934842752,4.198916107787662,-576943500,-0.04167351041756073,-0.042566755749575934
2021-03-09,118.30003356933594,121.08999633789062,122.05999755859375,118.79000091552734,119.02999877929688,129525800,126.94699935913086,125.55918431990503,40.6126915464984,-3.5507652482737626,-2.7793438318719934,-0.7714214164017692,4.306136167820128,-447417700,0.04064967087253768,0.039845201651029
2021-03-10,117.21561431884766,119.9800033569336,122.16999816894531,119.44999694824219,121.69000244140625,111943300,126.14549980163574,125.02783375200299,39.20559485108596,-3.543683762956505,-2.932211818088896,-0.6114719448676089,4.192840814454628,-559361000,-0.009166677797724065,-0.009208950319345974
2021-03-11,119.14997863769531,121.95999908447266,123.20999908447266,121.26000213623047,122.54000091552734,103026500,125.47399978637695,124.735659021762,42.99936134093026,-3.3398033530272357,-3.013730125076564,-0.32607322795067173,4.12406616538923,-456334500,0.016502714386902317,0.01636802440921378
2021-03-12,118.24139404296875,121.02999877929688,121.16999816894531,119.16000366210938,120.4000015258789,88105100,124.76899948120118,124.38273899867009,41.68360410671715,-3.21619561058354,-3.0542232221779595,-0.1619723884055806,4.0294896837445195,-544439600,-0.007625453527034254,-0.007654675948712857
2021-03-15,121.13320922851562,123.98999786376953,124.0,120.41999816894531,121.41000366210938,92403800,124.19999961853027,124.34533508106051,47.21941366080169,-2.8465748528069525,-3.0126935483037585,0.1661186954968059,3.9973834085523885,-452035800,0.0244567389434609,0.024162461298138555
2021-03-16,122.67680358886719,125.56999969482422,127.22000122070312,124.72000122070312,125.69999694824219,115227900,123.81899948120117,124.46196980618086,49.95053265107661,-2.3985063084499245,-2.8898561003329917,0.49134979188306716,3.942570547722475,-336807900,0.012742978129499427,0.012662469607852573
2021-03-17,121.88545989990234,124.76000213623047,125.86000061035156,122.33999633789062,124.05000305175781,111932600,123.51499977111817,124.49035383761415,48.56318787778799,-2.084737239243779,-2.7288323281151494,0.6440950888713703,3.9123872423466506,-448740500,-0.006450565903976302,-0.006471460708226777
2021-03-18,117.75292205810547,120.52999877929688,123.18000030517578,120.31999969482422,122.87999725341797,121229700,123.05599937438964,124.11317716539347,42.00234676673263,-2.1525852478063854,-2.6135829120533964,0.46099766424701105,3.950074042279479,-569970200,-0.033905124114334995,-0.03449323438986452
2021-03-19,117.2253646850586,119.98999786376953,121.43000030517578,119.68000030517578,119.9000015258789,185549500,122.56199951171875,123.72049342238165,41.23644682449438,-2.224288629567795,-2.535724055556276,0.3114354259884813,3.792925896402373,-755519700,-0.004480220036475302,-0.004490286299564084
2021-03-22,120.54704284667969,123.38999938964844,123.87000274658203,120.26000213623047,120.33000183105469,111912300,122.43149948120117,123.68901780021659,47.70262503966528,-1.9838932812530174,-2.4253579006956243,0.44146461944260684,3.7991458240030966,-643607400,0.028335707862409354,0.027941677791025406
2021-03-23,119.71661376953125,122.54000091552734,124.23999786376953,122.13999938964844,123.33000183105469,95467100,122.26549949645997,123.57958762072238,46.33008065898341,-1.8407470230302465,-2.308435725162549,0.4676887021323024,3.6777781561543823,-739074500,-0.006888714468965329,-0.006912551195157183
2021-03-24,117.32305908203125,120.08999633789062,122.9000015258789,120.06999969482422,122.81999969482422,88530500,122.00249938964843,123.24724559378603,42.53144461568847,-1.903060182775107,-2.2273606166850604,0.32430043390995333,3.6172227043615472,-827605000,-0.019993508726392273,-0.02019608359087706
2021-03-25,117.8115463256836,120.58999633789062,121.66000366210938,119.0,119.54000091552734,98844700,121.9824993133545,122.9941742360817,43.548691649524265,-1.8903076990108332,-2.159950033150215,0.26964233413938166,3.548849915629249,-728760300,0.0041635441356262515,0.004154900569348873
2021-03-26,118.41726684570312,121.20999908447266,121.4800033569336,118.91999816894531,120.3499984741211,94071200,121.9799991607666,122.82425279307132,44.852255179943896,-1.809315560163185,-2.089823138552809,0.28050757838962426,3.4782181493691797,-634689100,0.005141411107143501,0.005128239181954568
2021-03-29,118.5931167602539,121.38999938964844,122.58000183105469,120.7300033569336,121.6500015258789,80819200,121.65999908447266,122.68765723084059,45.24755445982553,-1.710882201278082,-2.014034951097864,0.30315274981978213,3.3619167439943167,-553869900,0.0014850285169158983,0.001483926952502729
2021-03-30,117.13744354248047,119.9000015258789,120.4000015258789,118.86000061035156,120.11000061035156,85671900,121.3989990234375,122.42216621132043,42.52992659602209,-1.733125043691274,-1.957852969616546,0.22472792592527213,3.302494032230214,-639541800,-0.012274469653688724,-0.012350423121959254
2021-03-31,119.33560180664062,122.1500015258789,123.5199966430664,121.1500015258789,121.6500015258789,118323800,121.40349922180175,122.3962457650879,47.64374181897495,-1.5513138798418709,-1.8765451516616112,0.3252312718197403,3.3251726811557343,-521218000,0.018765637792876655,0.018591735435863486
2021-04-01,120.16600799560547,123.0,124.18000030517578,122.48999786376953,123.66000366210938,75089100,121.54699935913087,122.45374616841285,49.472886586732564,-1.323384299063136,-1.7659129811419163,0.4425286820787804,3.232660259594387,-446128900,0.006958644809685222,0.006934545176822819
2021-04-05,122.99919891357422,125.9000015258789,126.16000366210938,123.06999969482422,123.87000274658203,88651200,121.77099952697753,122.781960964362,55.2209214631702,-0.8983865365702144,-1.592407692227576,0.6940211556573617,3.2274705026311716,-357477700,0.02357724817787732,0.02330359779765286
2021-04-06,123.30206298828125,126.20999908447266,127.12999725341797,125.6500015258789,126.5,80171300,122.2634994506836,123.10844078532493,55.799768982399456,-0.5304439084435302,-1.380014935470767,0.8495710270272367,3.1026508758388784,-277306400,0.002462252222689809,0.002459225846468795
2021-04-07,124.95311737060547,127.9000015258789,127.91999816894531,125.13999938964844,125.83000183105469,83466700,122.603999710083,123.56477990347292,58.91764003146895,-0.10130981520141802,-1.1242739114168971,1.0229640962154791,3.0796042975144498,-193839700,0.013390400551981152,0.01330154149850735
2021-04-08,127.3564682006836,130.36000061035156,130.38999938964844,128.52000427246094,128.9499969482422,88844600,123.12299957275391,124.2119437803185,63.008103380405316,0.4323001257319703,-0.8129591039871237,1.2452592297190939,3.0374895522469556,-104995100,0.019233769000189582,0.01905113813636069
2021-04-09,129.93560791015625,133.0,133.0399932861328,129.47000122070312,129.8000030517578,106686700,123.67499961853028,125.04890151552627,66.82556139033548,1.0560423370251897,-0.439158815784661,1.4952011528098508,3.0755254460457224,1691600,0.020251606146730827,0.020049269570346574
2021-04-12,128.2161865234375,131.24000549316406,132.85000610351562,130.6300048828125,132.52000427246094,91420000,124.18549995422363,125.63853046577749,62.215977055202735,1.3922961619998944,-0.0728678202277499,1.4651639822276443,3.0251304225558497,-89728400,-0.013233041404781432,-0.013321378272986115
2021-04-13,131.33267211914062,134.42999267578125,134.66000366210938,131.92999267578125,132.44000244140625,91266500,124.70749969482422,126.47581258101594,66.69961661024348,1.8943481800435364,0.3205753798265074,1.573772800217029,3.0533352615836686,1538100,0.024306515156183428,0.024015813033878553
2021-04-14,128.9879608154297,132.02999877929688,135.0,131.66000366210938,134.94000244140625,87222800,125.03049964904785,127.00478269513793,60.849243535168945,2.0746532602152428,0.6713909559042546,1.4032623043109882,3.073811052748451,-85684700,-0.017853113347054084,-0.0180144027371861
2021-04-15,131.40106201171875,134.5,135.0,133.63999938964844,133.82000732421875,89347100,125.51749954223632,127.7186129146486,64.31805326496075,2.3893122863863,1.0149752220006636,1.3743370643856363,3.0663960647452133,3662400,0.018707878842231906,0.018535038796433676
2021-04-16,131.06887817382812,134.16000366210938,134.6699981689453,133.27999877929688,134.3000030517578,84922400,126.19899978637696,128.33207870012106,63.48424151515314,2.581489168410698,1.3282780112826704,1.2532111571280278,2.9466534450954436,-81260000,-0.002527853813313219,-0.002531054230359273
2021-04-19,131.73321533203125,134.83999633789062,135.47000122070312,133.33999633789062,133.50999450683594,94264200,126.94149971008301,128.95188037990863,64.47614604748264,2.7568808516156764,1.6139985793492717,1.1428822722664047,2.8883214049323764,13004200,0.005068520104500429,0.005055718395400615
2021-04-20,130.0430908203125,133.11000061035156,135.52999877929688,131.80999755859375,135.02000427246094,94812300,127.42749977111816,129.34789183042702,60.00994512089552,2.7248731852447463,1.8361735005283668,0.8886996847163795,2.9477271060588586,-81808100,-0.012829989428388311,-0.012913004562690159
2021-04-21,130.424072265625,133.5,133.75,131.3000030517578,132.36000061035156,68847100,127.97549972534179,129.7433307037197,60.67132665314769,2.6998543303079146,2.0089096664842767,0.6909446638236378,2.9121749519290963,-12961000,0.002929902996470446,0.0029256191960594004
2021-04-22,128.90008544921875,131.94000244140625,134.14999389648438,131.41000366210938,133.0399932861328,84566500,128.56800003051757,129.9525375358803,56.63635893947375,2.5250408429304514,2.1121359017735117,0.41290494115693965,2.8998760435323754,-97527500,-0.011685374970739737,-0.011754185541666849
2021-04-23,131.22518920898438,134.32000732421875,135.1199951171875,132.16000366210938,132.16000366210938,78657500,129.25450057983397,130.3684870395316,60.90789646186057,2.549161254093491,2.1995409722375077,0.34962028185598326,2.919884374407295,-18870000,0.01803853902359487,0.017877774998778996
2021-04-26,131.61598205566406,134.72000122070312,135.05999755859375,133.55999755859375,134.8300018310547,66905100,129.9300006866455,130.78291696154793,61.59264805232713,2.570917086443984,2.273816195078803,0.29710089136518114,2.818464061949631,48035100,0.002977917470767144,0.002973492257638755
2021-04-27,131.29356384277344,134.38999938964844,135.41000366210938,134.11000061035156,135.00999450683594,66015800,130.58000068664552,131.12644862136702,60.64877473462687,2.532339121432841,2.3255207803496107,0.20681834108323027,2.7100025612216436,-17980700,-0.002449538509980198,-0.0024525435377266216
2021-04-28,130.5022430419922,133.5800018310547,135.02000427246094,133.0800018310547,134.30999755859375,107760100,131.2640007019043,131.360120355623,58.287678779158256,2.4086404647250674,2.342144717224702,0.06649574750036535,2.6550025526634013,-125740800,-0.0060272160300057775,-0.006045453012287637
2021-04-29,130.404541015625,133.47999572753906,137.07000732421875,132.4499969482422,136.47000122070312,151101000,131.83050041198732,131.56201324818642,57.98751823235167,2.276298973693798,2.3289755685185214,-0.0526765948247232,2.795360254328627,-276841800,-0.0007486607437100501,-0.0007489411301162342
2021-04-30,128.43112182617188,131.4600067138672,133.55999755859375,131.07000732421875,131.77999877929688,109839500,132.25350074768068,131.552298340156,52.14625042932727,1.985533166539426,2.2602870881227024,-0.2747539215832764,2.773548110046225,-386681300,-0.015133271488823707,-0.01524894796793664
2021-05-03,129.48617553710938,132.5399932861328,134.07000732421875,131.8300018310547,132.0399932861328,75135100,132.58550033569335,131.64636452548712,54.769605082209516,1.821250814373684,2.1724798333728987,-0.35122901899921466,2.7618661457823204,-311546200,0.008215324183090233,0.008181762097687896
2021-05-04,124.9042739868164,127.8499984741211,131.49000549316406,126.69999694824219,131.19000244140625,137564700,132.6675003051758,131.28480585392845,43.59327496243299,1.2976539344893467,1.9975146535961885,-0.6998607191068418,2.981732588075771,-449110900,-0.035385506636376296,-0.036026746202395626
2021-05-05,125.14852905273438,128.10000610351562,130.4499969482422,127.97000122070312,129.1999969482422,84000900,132.67750053405763,130.98149159198437,44.24640264160073,0.8925840083266792,1.7765285245422866,-0.8839445162156074,2.954465865650437,-365110000,0.0019554762016296134,0.0019535667468990143
2021-05-06,126.750732421875,129.74000549316406,129.75,127.12999725341797,127.88999938964844,78128300,132.64650077819823,130.86325482066815,48.46209645051229,0.6958757951703092,1.5603979786678912,-0.864522183497582,2.9305756428598366,-286981700,0.01280249267375666,0.012721233575516806
2021-05-07,127.42597198486328,130.2100067138672,131.25999450683594,129.47999572753906,130.85000610351562,78973300,132.5070011138916,130.80104071525852,49.63738477683522,0.571322440130416,1.3625828709603962,-0.7912604308299802,2.848391581176768,-208008400,0.003622639130594907,0.003616093177779508
2021-05-10,124.13780975341797,126.8499984741211,129.5399932861328,126.80999755859375,129.41000366210938,88071200,132.28750076293946,130.42475097800735,42.22419537241374,0.19919226033161408,1.1299047488346399,-0.9307124885030258,2.8877928364693872,-296079600,-0.025804531652698692,-0.026143309286186855
2021-05-11,123.21791076660156,125.91000366210938,126.2699966430664,122.7699966430664,123.5,126142800,131.86150131225585,129.99477504315993,40.40611492280216,-0.1696180622391239,0.8700001866198871,-1.039618248859011,2.9729506217969086,-422222400,-0.007410286348592199,-0.007437878917544822
2021-05-12,120.1450424194336,122.7699966430664,124.63999938964844,122.25,123.4000015258789,112172300,131.39850120544435,129.3067009098177,34.98678494636711,-0.7071239397069178,0.5545753613545261,-1.261699301061444,3.0220258389620844,-534394700,-0.02493850311901713,-0.025254736249268578
2021-05-13,122.29801177978516,124.97000122070312,126.1500015258789,124.26000213623047,124.58000183105469,105861300,130.9220012664795,128.89368189180678,40.96142837527596,-0.9446894450373691,0.2547224000761471,-1.199411845113516,3.0475957706656858,-428533400,0.017919724996269926,0.017761059416186227
2021-05-14,124.72498321533203,127.44999694824219,127.88999938964844,125.8499984741211,126.25,81918000,130.58650093078614,128.75618808765776,46.88691358685349,-0.9222161567599301,0.019334688708931652,-0.9415508454688617,3.0384816562570878,-346615400,0.019844728361323005,0.019650388611717078
